Name,Location,city,latitude,longitude,,1313
Courtyard by Marriott Kingston,500 Frank Sottile Blvd,Kingston,41.96,-73.9831,,Courtyard by Marriott Kingston
Best Western Plus Kingston Hotel And Conference Center,503 Washington Ave,Kingston,41.9382,-74.0266,,Best Western Plus Kingston Hotel And Conference Center
Rodeway Inn Skytop,239 Forest Hill Dr,Kingston,41.952,-74.0419,,Rodeway Inn Skytop
Hampton Inn Kingston,1307 Ulster Ave,Kingston,41.9668,-73.9892,,Hampton Inn Kingston
Super 8 Kingston,487 Washington Ave,Kingston,41.938,-74.0267,,Super 8 Kingston
Quality Inn & Suites,114 State Route 28,Kingston,41.9469,-74.0316,,Quality Inn & Suites
Residence Inn by Marriott Kingston,800 Frank Sottile Boulevard,Kingston,41.9699,-73.9834,,Residence Inn by Marriott Kingston
Best Western Plus the Inn of Lackawanna,2500 Hamburg Turnpike,Lackawanna,42.8177,-78.8469,,Best Western Plus the Inn of Lackawanna
Holiday Inn Lake George Turf,2223 Canada St,Lake George,43.415,-73.7125,,Holiday Inn Lake George Turf
The Georgian Lakeside Resort,384 Canada Street,Lake George,43.4293,-73.7118,,The Georgian Lakeside Resort
Wingate by Wyndham Lake George,4054 State Route 9L,Lake George,43.4105,-73.7087,,Wingate by Wyndham Lake George
Villager Motor Inn,99 Canada St,Lake George,43.4218,-73.7142,,Villager Motor Inn
Comfort Suites Lake George,1533 State Route 9,Lake George,43.3715,-73.698,,Comfort Suites Lake George
Super 8 Lake George/Downtown,2159 Canada St,Lake George,43.411,-73.7112,,Super 8 Lake George/Downtown
Clarion Inn & Suites at the Outlets of Lake George,1454 State Route 9,Lake George,43.3663,-73.6995,,Clarion Inn & Suites at the Outlets of Lake George
Hampton Inn & Suites Lake George,2133 Route 9,Lake George,43.4088,-73.7108,,Hampton Inn & Suites Lake George
Econo Lodge,1449 State Route 9,Lake George,43.366,-73.6997,,Econo Lodge
Best Western of Lake George,2452 State Route 9N,Lake George,43.4043,-73.7105,,Best Western of Lake George
Fort William Henry Hotel and Conference Center,48 Canada Street,Lake George,43.42,-73.714,,Fort William Henry Hotel and Conference Center
Travelodge Lake George,2011 State Route 9,Lake George,43.4043,-73.7083,,Travelodge Lake George
Tahoe Resort on Lake George,2998 Lake Shore Dr,Lake George,43.4371,-73.7062,,Tahoe Resort on Lake George
Roaring Brook Ranch Resort & Conference Center,Route 9N South,Lake George,43.3947,-73.7276,,Roaring Brook Ranch Resort & Conference Center
Rodeway Inn Springhills Lake George,2447 State Route 9 N,Lake George,43.4044,-73.7106,,Rodeway Inn Springhills Lake George
Lake View Inn,5 Canada St,Lake George,43.4171,-73.7131,,Lake View Inn
The Motel Montreal,3 Lake Avenue,Lake George,43.431,-73.7117,,The Motel Montreal
Lake George Diamond Cove,3648 Lake Shore Dr,Lake George,43.4774,-73.6877,,Lake George Diamond Cove
Tiki Resort,2 Canada Street,Lake George,43.4153,-73.7125,,Tiki Resort
Econo Lodge Downtown Lake George,439 Canada St,Lake George,43.4315,-73.7126,,Econo Lodge Downtown Lake George
Quality Inn Lake George,57 Canada St,Lake George,43.4201,-73.7141,,Quality Inn Lake George
Super 8 Lake George/Warrensburg Area,"Prosser Rd, 3619 State Route 9",Lake George,43.4872,-73.7589,,Super 8 Lake George/Warrensburg Area
Americas Best Value Inn & Suites,435 Canada Street,Lake George,43.431,-73.7125,,Americas Best Value Inn & Suites
Golden Sands Resort On Lake George,3654 Lake Shore Drive,Lake George,43.4773,-73.6877,,Golden Sands Resort On Lake George
Courtyard by Marriott Lake George,365 Canada Street,Lake George,43.4274,-73.7128,,Courtyard by Marriott Lake George
Sundowner on Lake George,420 Canada Street,Lake George,43.4304,-73.7108,,Sundowner on Lake George
High Peaks Resort,2384 Saranac Ave,Lake Placid,44.2917,-73.986,,High Peaks Resort
Hampton Inn & Suites Lake Placid,801 Mirror Lake Dr,Lake Placid,44.2834,-73.9813,,Hampton Inn & Suites Lake Placid
Spruce Lodge Bed & Breakfast & Guest Cottage,6034 Sentinel Road,Lake Placid,44.2747,-73.9808,,Spruce Lodge Bed & Breakfast & Guest Cottage
Econo Lodge Lake Placid,5828 Cascade Rd,Lake Placid,44.2694,-73.9756,,Econo Lodge Lake Placid
Lake House,1 Mirror Lake Dr.,Lake Placid,44.2917,-73.9855,,Lake House
Crowne Plaza Lake Placid,101 Olympic Dr,Lake Placid,44.2861,-73.987,,Crowne Plaza Lake Placid
Quality Inn on Lake Placid,2125 Saranac Ave,Lake Placid,44.295,-73.997,,Quality Inn on Lake Placid
Courtyard by Marriott Lake Placid,5920 Cascade Rd,Lake Placid,44.271,-73.9786,,Courtyard by Marriott Lake Placid
Lake Placid Summit Hotel / Resort and Suites,2375 Saranac Avenue,Lake Placid,44.2918,-73.9861,,Lake Placid Summit Hotel / Resort and Suites
"Hotel North Woods, an Ascend Hotel Collection Member",2520 Main Street,Lake Placid,44.2874,-73.9853,,"Hotel North Woods, an Ascend Hotel Collection Member"
The Pines Inn Lake Placid,2302 Saranac Ave,Lake Placid,44.2927,-73.9892,,The Pines Inn Lake Placid
The Whiteface Lodge,7 Whiteface Inn Ln,Lake Placid,44.2969,-74.0088,,The Whiteface Lodge
Mirror Lake Inn Resort & Spa,77 Mirror Lake Drive,Lake Placid,44.2939,-73.9822,,Mirror Lake Inn Resort & Spa
Best Western Adirondack Inn,2625 Main Street,Lake Placid,44.2841,-73.9843,,Best Western Adirondack Inn
Rodeway Inn Lakeville,6001 Big Tree Rd,Lakeville,42.831,-77.6927,,Rodeway Inn Lakeville
Rogues' Harbor Inn,2079 East Shore Drive,Lansing,42.5368,-76.506,,Rogues' Harbor Inn
Hilton Garden Inn Albany Airport,800 Albany Shaker Rd,Latham,42.7472,-73.8187,,Hilton Garden Inn Albany Airport
Comfort Inn Latham - Albany North,981 New Loudon Rd (Route 9),Latham,42.7691,-73.7538,,Comfort Inn Latham - Albany North
La Quinta Inn & Suites Latham Albany Airport,833 New Loudon Road,Latham,42.7511,-73.7599,,La Quinta Inn & Suites Latham Albany Airport
"The Century House, an Ascend Hotel Collection Member",997 New Loudon Rd,Latham,42.7707,-73.7535,,"The Century House, an Ascend Hotel Collection Member"
Days Inn Albany Airport,20 Airport Park Blvd,Latham,42.7539,-73.815,,Days Inn Albany Airport
Super 8 Latham / Albany Troy Area,681 Troy Schenectady Road,Latham,42.7556,-73.7747,,Super 8 Latham / Albany Troy Area
Microtel Inn by Wyndham Albany Airport,7 Rensselaer Ave,Latham,42.7534,-73.772,,Microtel Inn by Wyndham Albany Airport
Hotel Indigo Albany Latham,254 Wolf Road,Latham,42.7293,-73.7956,,Hotel Indigo Albany Latham
Hampton Inn & Suites Albany Airport,45 British American Blvd,Latham,42.7689,-73.8203,,Hampton Inn & Suites Albany Airport
Golden Circle Inn,706 New Loudon Road,Latham,42.7394,-73.762,,Golden Circle Inn
Travelodge Inn and Suites Latham,831 New Loudon Rd,Latham,42.7506,-73.7601,,Travelodge Inn and Suites Latham
Residence Inn by Marriott Albany Airport,1 Residence Inn Dr,Latham,42.765,-73.8107,,Residence Inn by Marriott Albany Airport
Albany Airport Hotel,954 New Loudon Road,Latham,42.7658,-73.7548,,Albany Airport Hotel
Holiday Inn Express Hotel and Suites Latham,400 Old Loudon Rd,Latham,42.7617,-73.7539,,Holiday Inn Express Hotel and Suites Latham
Quality Inn & Suites Albany Airport,611 Troy-Schenectady Rd.,Latham,42.7545,-73.7703,,Quality Inn & Suites Albany Airport
TownePlace Suites Latham Albany Airport,5 Forts Ferry Road,Latham,42.7558,-73.7736,,TownePlace Suites Latham Albany Airport
Brookside Inn At Laurens,99 Main St,Laurens,42.5325,-75.0863,,Brookside Inn At Laurens
Five Towns Inn - JFK Airport,655 Rockaway Tpke,Lawrence,40.6329,-73.7391,,Five Towns Inn - JFK Airport
Niagara Crossing Hotel & Spa,100 Center Street,Lewiston,43.1734,-79.0478,,Niagara Crossing Hotel & Spa
AARTPARK HOTEL INN at LEWISTON,280 Portage Road,Lewiston,43.17,-79.0324,,AARTPARK HOTEL INN at LEWISTON
Unique 1950's Retro-style House,230 N Water Street,Lewiston,43.1753,-79.0483,,Unique 1950's Retro-style House
Knights Inn Liberty,2067 Route 52,Liberty,41.7876,-74.7291,,Knights Inn Liberty
Days Inn Liberty,52 Sullivan Ave,Liberty,41.7828,-74.7288,,Days Inn Liberty
North Fork Bed and Breakfast/Gifts,219 Baker Road,Lisbon,44.7111,-75.2729,,North Fork Bed and Breakfast/Gifts
Canal Side Inn,395 Canal Place,Little Falls,43.0406,-74.8588,,Canal Side Inn
Travelodge Little Falls,20 Albany Street,Little Falls,43.0424,-74.8593,,Travelodge Little Falls
Overlook Mansion,55 Douglas Street,Little Falls,43.0487,-74.8594,,Overlook Mansion
Staybridge Suites Liverpool Syra,439 Electronics Pkwy,Liverpool,43.1024,-76.1871,,Staybridge Suites Liverpool Syra
Quality Inn near Destiny USA,401 7th North St,Liverpool,43.0909,-76.1693,,Quality Inn near Destiny USA
Hampton Inn Syracuse Clay,3948 State Route 31,Liverpool,43.1841,-76.2385,,Hampton Inn Syracuse Clay
Maplewood Suites Extended Stay,400 7th North St,Liverpool,43.0912,-76.1695,,Maplewood Suites Extended Stay
Homewood Syracuse/Liverpool,275 Elwood Davis Rd,Liverpool,43.0983,-76.1777,,Homewood Syracuse/Liverpool
Best Western Plus Liverpool - Syracuse Inn & Suites,136 Transistor Pkwy,Liverpool,43.1056,-76.188,,Best Western Plus Liverpool - Syracuse Inn & Suites
Hampton Inn Syracuse - North (Airport Area),417 7th North St,Liverpool,43.0918,-76.1707,,Hampton Inn Syracuse - North (Airport Area)
Super 8 Liverpool/Clay/Syracuse Area,7360 Oswego Rd,Liverpool,43.127,-76.2182,,Super 8 Liverpool/Clay/Syracuse Area
Super 8 Liverpool/Syracuse Area,421 7th North Street,Liverpool,43.092,-76.1711,,Super 8 Liverpool/Syracuse Area
Knights Inn Syracuse/Liverpool,430 Electronics Pkwy,Liverpool,43.1004,-76.1888,,Knights Inn Syracuse/Liverpool
Holiday Inn Syracuse-Liverpool-Exit 37,441 Electronics Pkwy,Liverpool,43.1015,-76.1876,,Holiday Inn Syracuse-Liverpool-Exit 37
Fairfield Inn by Marriott Syracuse Clay,3979 Route 31,Liverpool,43.187,-76.2352,,Fairfield Inn by Marriott Syracuse Clay
Quality Inn,551 S Transit St,Lockport,43.1526,-78.6969,,Quality Inn
Best Western Plus Lockport Hotel,515 S Transit Street,Lockport,43.1532,-78.6969,,Best Western Plus Lockport Hotel
Hampton Inn Lockport - Buffalo,6082 Transit Road,Lockport,43.1296,-78.6969,,Hampton Inn Lockport - Buffalo
The Fox and the Grapes Bed & Breakfast,9496 State Route 414,Lodi,42.5643,-76.8616,,The Fox and the Grapes Bed & Breakfast
Allegria Hotel,80 West Broadway,Long Beach,40.5846,-73.6668,,Allegria Hotel
Long Beach Hotel,405 East Broadway,Long Beach,40.5849,-73.6521,,Long Beach Hotel
Ramada Long Island City,3830 Crescent St,Long Island City,40.7551,-73.9365,,Ramada Long Island City
Hotel Vetiver,29-11 39th Avenue,Long Island City,40.7533,-73.934,,Hotel Vetiver
Best Western Plaza Hotel,3934 21st Street,Long Island City,40.7557,-73.9408,,Best Western Plaza Hotel
"Country Inn & Suites By Carlson, New York City in Queens, NY",4034 Crescent St,Long Island City,40.7526,-73.9387,,"Country Inn & Suites By Carlson, New York City in Queens, NY"
Wyndham Garden Long Island City Manhattan View,44-29 9th Street,Long Island City,40.7498,-73.952,,Wyndham Garden Long Island City Manhattan View
Fairfield Inn & Suites New York Queens/Queensboro Bridge,2927 40th Rd,Long Island City,40.7514,-73.9352,,Fairfield Inn & Suites New York Queens/Queensboro Bridge
Nesva Hotel,39-12 29th Street,Long Island City,40.7532,-73.9348,,Nesva Hotel
Four Points by Sheraton Long Island City Queensboro Bridge,27-05 39th Avenue,Long Island City,40.7544,-73.936,,Four Points by Sheraton Long Island City Queensboro Bridge
Z NYC Hotel,11-01 43rd Avenue,Long Island City,40.7518,-73.9481,,Z NYC Hotel
La Quinta Inn Queens (New York City),37-18 Queens Blvd,Long Island City,40.744,-73.9272,,La Quinta Inn Queens (New York City)
City View Inn,3317 Greenpoint Ave,Long Island City,40.7359,-73.9339,,City View Inn
Quality Inn,30-03 40th Ave,Long Island City,40.7519,-73.9345,,Quality Inn
Comfort Inn Long Island City,42-24  Crescent St,Long Island City,40.7499,-73.9412,,Comfort Inn Long Island City
Fairfield Inn New York Long Island City/Manhattan View,52-34 Van Dam Street,Long Island City,40.7363,-73.9363,,Fairfield Inn New York Long Island City/Manhattan View
Days Inn Long Island City,31-36 Queens Blvd,Long Island City,40.7452,-73.9336,,Days Inn Long Island City
Holiday Inn - Long Island City - Manhattan View,39-05 29th Street,Long Island City,40.7534,-73.9346,,Holiday Inn - Long Island City - Manhattan View
Red Roof Inn Queens,3805 Hunters Point Ave.,Long Island City,40.7369,-73.9285,,Red Roof Inn Queens
Sleep Inn,38-71 13th St,Long Island City,40.7561,-73.9416,,Sleep Inn
Ravel Hotel,8-08 Queens Plaza South,Long Island City,40.7541,-73.9491,,Ravel Hotel
Home2 Suites by Hilton NY Long Island City/Manhattan View,39-06 30th St.,Long Island City,40.7531,-73.9337,,Home2 Suites by Hilton NY Long Island City/Manhattan View
The Paper Factory Hotel,37-06 36th street,Long Island City,40.7527,-73.9274,,The Paper Factory Hotel
Howard Johnson Long Island City,38-61 12th Street,Long Island City,40.7567,-73.9422,,Howard Johnson Long Island City
Hilton Garden Inn New York Long Island City,29-21 41st Avenue,Long Island City,40.7502,-73.9367,,Hilton Garden Inn New York Long Island City
The Local,13-02 44th Avenue,Long Island City,40.7497,-73.9476,,The Local
The Boro Hotel,38-28 27th Street,Long Island City,40.7546,-73.9358,,The Boro Hotel
LIC Hotel,44-04 21st Street,Long Island City,40.7494,-73.9468,,LIC Hotel
"The Vue Hotel, an Ascend Hotel Collection Member",40-47 22nd Street,Long Island City,40.7536,-73.9412,,"The Vue Hotel, an Ascend Hotel Collection Member"
Courtyard Long Island City/New York Manhattan View,29-15 Queens Plaza North,Long Island City,40.7499,-73.9377,,Courtyard Long Island City/New York Manhattan View
Aloft Long Island City - Manhattan View,27-45 Jackson Ave,Long Island City,40.7484,-73.9398,,Aloft Long Island City - Manhattan View
Motel 6 Long Island City NY,2632 Skillman Avenue,Long Island City,40.744,-73.9411,,Motel 6 Long Island City NY
Holiday Inn Express Lynbrook,1 Sunrise Hwy,Lynbrook,40.6568,-73.6574,,Holiday Inn Express Lynbrook
Capri Lynbrook Motor Inn,5 Freer Street,Lynbrook,40.6562,-73.6836,,Capri Lynbrook Motor Inn
Red Roof Inn PLUS+ & Suites Malone,42 Finney Blvd,Malone,44.8474,-74.3008,,Red Roof Inn PLUS+ & Suites Malone
Econo Lodge Malone,227 W Main St,Malone,44.8483,-74.3073,,Econo Lodge Malone
Holiday Inn Express Hotel & Suites Malone,3351 State Route 11,Malone,44.8478,-74.3162,,Holiday Inn Express Hotel & Suites Malone
Fairfield Inn & Suites by Marriott Saratoga Malta,101 Saratoga Village Blvd,Malta,42.9674,-73.8,,Fairfield Inn & Suites by Marriott Saratoga Malta
Hyatt Place Saratoga Malta,20 State Farm Pl,Malta,42.9689,-73.8048,,Hyatt Place Saratoga Malta
Home2 Suites by Hilton Saratoga/Malta,103 Saratoga Village Boulevard,Malta,42.9673,-73.7998,,Home2 Suites by Hilton Saratoga/Malta
Manchester Inn,4078 Route 96,Manchester,42.9748,-77.2269,,Manchester Inn
Travelodge Manhasset,1177 Northern Blvd.,Manhasset,40.791,-73.7024,,Travelodge Manhasset
Mountain Treasure Bed and Breakfast,408 County Route 40,Maplecrest,42.2751,-74.1943,,Mountain Treasure Bed and Breakfast
Margaretville Mtn Inn B&B and Village Suites,1478 Margaretville Mtn Road,Margaretville,42.1673,-74.6685,,Margaretville Mtn Inn B&B and Village Suites
Saint Huberts Lodge,626 Lattintown Road,Marlboro,41.636,-73.9937,,Saint Huberts Lodge
Comfort Inn & Suites LaGuardia Airport,60-30 Maurice Ave,Maspeth,40.7291,-73.9051,,Comfort Inn & Suites LaGuardia Airport
Holiday Inn Express Maspeth,59-40 55th Road,Maspeth,40.7267,-73.9073,,Holiday Inn Express Maspeth
Best Western Bar Harbour Inn,5080 Sunrise Highway,Massapequa Park,40.6779,-73.4461,,Best Western Bar Harbour Inn
Super 8 Massena NY,84 Grove St,Massena,44.9236,-74.8859,,Super 8 Massena NY
Quality Inn Massena,10 W Orvis St,Massena,44.9304,-74.8931,,Quality Inn Massena
Econo Lodge Massena,15054 State highway 37,Massena,44.9237,-74.9457,,Econo Lodge Massena
Days Inn Cortland / McGraw,3775 Us Route 11,McGraw,42.5896,-76.133,,Days Inn Cortland / McGraw
Fairfield Inn by Marriott Medford Long Island,2695 Route 112,Medford,40.8212,-72.998,,Fairfield Inn by Marriott Medford Long Island
Comfort Inn Medford,2695 Route 112,Medford,40.8222,-72.9975,,Comfort Inn Medford
112 Motel,2001 Route 112,Medford,40.8072,-73.003,,112 Motel
Melville Marriott Long Island,1350 Walt Whitman Rd,Melville,40.784,-73.4225,,Melville Marriott Long Island
Extended Stay America - Long Island - Melville,100 Spagnoli Rd,Melville,40.7625,-73.4274,,Extended Stay America - Long Island - Melville
Hilton Long Island Huntington,598 Broad Hollow Rd,Melville,40.7637,-73.4235,,Hilton Long Island Huntington
Courtyard by Marriott Middletown,24 Crystal Run Xing,Middletown,41.4465,-74.3648,,Courtyard by Marriott Middletown
Microtel Inn & Suites by Wyndham Middletown,19 Crystal Run Crossing,Middletown,41.4458,-74.3651,,Microtel Inn & Suites by Wyndham Middletown
Hampton Inn by Hilton Middletown,20 Crystal Run Crossing,Middletown,41.4465,-74.3648,,Hampton Inn by Hilton Middletown
Super 8 Middletown,563 Route 211 E,Middletown,41.4631,-74.3736,,Super 8 Middletown
Holiday Inn Middletown - Goshen,68 Crystal Run Rd,Middletown,41.4472,-74.3611,,Holiday Inn Middletown - Goshen
Home2 Suites by Hilton Middletown,600 Route 211 East,Middletown,41.4631,-74.3689,,Home2 Suites by Hilton Middletown
Cooperstown Inn and Suites at the Ballpark,4470 State Highway 28,Milford,42.6335,-74.9644,,Cooperstown Inn and Suites at the Ballpark
Apple Inn and Suites,3634 State Hwy 28,Milford,42.58,-74.948,,Apple Inn and Suites
Buttermilk Falls Inn,220 North Road,Milton,41.6669,-73.9561,,Buttermilk Falls Inn
James Motel,370 State Route 17M,Monroe,41.3155,-74.1678,,James Motel
Montauk Yacht Club Resort And Marina,32 Star Island Rd,Montauk,41.0688,-71.9333,,Montauk Yacht Club Resort And Marina
Montauk Blue Hotel,108 S Emerson Ave,Montauk,41.0327,-71.9441,,Montauk Blue Hotel
Gurney's Montauk Resort & Seawater Spa,290 Old Montauk Highway,Montauk,41.0164,-71.9915,,Gurney's Montauk Resort & Seawater Spa
Haven Montauk,533 Westlake Drive,Montauk,41.0746,-71.9422,,Haven Montauk
Super 8 - Montgomery/Maybrook Area,207 Montgomery Rd,Montgomery,41.5076,-74.2142,,Super 8 - Montgomery/Maybrook Area
Holiday Inn Express & Suites Montgomery,2105 Route 208,Montgomery,41.5159,-74.2095,,Holiday Inn Express & Suites Montgomery
Borland House Inn,130 Clinton Street,Montgomery,41.5265,-74.2365,,Borland House Inn
Best Western Monticello,16 Raceway Rd,Monticello,41.6635,-74.7033,,Best Western Monticello
Super 8 Monticello NY,290 Broadway,Monticello,41.6516,-74.674,,Super 8 Monticello NY
Inn at Monticello,392 Broadway,Monticello,41.6544,-74.6831,,Inn at Monticello
Holiday Inn Mt. Kisco,1 Holiday Inn Dr,Mount Kisco,41.2188,-73.7258,,Holiday Inn Mt. Kisco
Allegiance Bed and Breakfast,145 Main Street,Mount Morris,42.7215,-77.8716,,Allegiance Bed and Breakfast
Country Inn and Suites By Carlson Mount Morris NY,130 N Main St,Mount Morris,42.7367,-77.8806,,Country Inn and Suites By Carlson Mount Morris NY
Hampton Inn Nanuet,260 W Route 59,Nanuet,41.1003,-74.0224,,Hampton Inn Nanuet
Hilton Garden Inn Nanuet,270 W Route 59,Nanuet,41.1005,-74.0227,,Hilton Garden Inn Nanuet
DoubleTree by Hilton Hotel Nanuet,425 E Route 59,Nanuet,41.0913,-73.9959,,DoubleTree by Hilton Hotel Nanuet
Days Inn Nanuet Spring Valley,367 W Route 59,Nanuet,41.1025,-74.028,,Days Inn Nanuet Spring Valley
Candlewood Suites Nanuet - Rockland County,20 Overlook Blvd,Nanuet,41.1081,-74.0259,,Candlewood Suites Nanuet - Rockland County
Bristol Views Bed and Breakfast,6932 County Rd. 12,Naples,42.6843,-77.3756,,Bristol Views Bed and Breakfast
Monier Manor,154 N Main St,Naples,42.6203,-77.3997,,Monier Manor
Days Inn Middletown,4939 Route 17 M,New Hampton,41.4084,-74.4117,,Days Inn Middletown
Hampton Inn and Suites New Hartford/Utica,201 Woods Park Drive,New Hartford,43.0872,-75.3286,,Hampton Inn and Suites New Hartford/Utica
Ramada New Hartford,141 New Hartford St,New Hartford,43.0855,-75.2968,,Ramada New Hartford
Holiday Inn Utica,1777 Burrstone Rd,New Hartford,43.0948,-75.2851,,Holiday Inn Utica
Homewood Suites by Hilton New Hartford Utica,185 Woods Park Drive,New Hartford,43.0912,-75.3329,,Homewood Suites by Hilton New Hartford Utica
TownePlace Suites by Marriott New Hartford,4760 Middle Settlement Road,New Hartford,43.0956,-75.3168,,TownePlace Suites by Marriott New Hartford
Americas Best Value Inn-New Paltz,7 Terwilliger Ln,New Paltz,41.7415,-74.0673,,Americas Best Value Inn-New Paltz
Rodeway Inn & Suites,601 Main Street,New Paltz,41.7396,-74.0501,,Rodeway Inn & Suites
Econo Lodge New Paltz,530 Main St,New Paltz,41.7402,-74.0538,,Econo Lodge New Paltz
New Paltz Hostel,145 Main St,New Paltz,41.7475,-74.082,,New Paltz Hostel
Hampton Inn by Hilton New Paltz,4 South Putt Corners Road,New Paltz,41.7408,-74.0678,,Hampton Inn by Hilton New Paltz
Radisson Hotel New Rochelle,1 Radisson Plz,New Rochelle,40.9144,-73.7782,,Radisson Hotel New Rochelle
Residence Inn By Marriott New Rochelle,35 Le Count Pl,New Rochelle,40.9113,-73.7807,,Residence Inn By Marriott New Rochelle
Days Inn Newburgh Stewart International,915 Union Ave,New Windsor,41.4943,-74.0745,,Days Inn Newburgh Stewart International
Homewood Suites Stewart Airport,180 Breunig Rd,New Windsor,41.4862,-74.097,,Homewood Suites Stewart Airport
Econo Lodge Near Stewart Inter,310 Windsor Hwy,New Windsor,41.4651,-74.0505,,Econo Lodge Near Stewart Inter
Dumont NYC-an Affinia hotel,150 E. 34th Street at Lexington Avenue,New York,40.7462,-73.9793,,Dumont NYC-an Affinia hotel
Park Central New York,870 7th Ave,New York,40.7645,-73.9808,,Park Central New York
Blakely New York,136 W 55th St,New York,40.7637,-73.9797,,Blakely New York
Pod 39,145 East 39th Street,New York,40.7493,-73.9767,,Pod 39
Sheraton Tribeca New York Hotel,370 Canal Street,New York,40.721,-74.0042,,Sheraton Tribeca New York Hotel
Chelsea Savoy Hotel,204 W 23rd Street,New York,40.7442,-73.996,,Chelsea Savoy Hotel
"Distrikt Hotel New York City, an Ascend Collection Hotel",342 W 40th St,New York,40.7568,-73.9927,,"Distrikt Hotel New York City, an Ascend Collection Hotel"
Element New York Times Square West,311 West 39th Street,New York,40.7557,-73.9919,,Element New York Times Square West
Hyatt Union Square New York,134 Fourth Avenue,New York,40.7335,-73.9899,,Hyatt Union Square New York
Hyatt Centric Times Square New York,135 W 45th St,New York,40.7574,-73.9842,,Hyatt Centric Times Square New York
"Hudson New York, Central Park",358 W 58th St,New York,40.7684,-73.9848,,"Hudson New York, Central Park"
Excelsior Hotel,45 W 81st St,New York,40.783,-73.9739,,Excelsior Hotel
WestHouse New York,201 West 55th Street,New York,40.7644,-73.9814,,WestHouse New York
DoubleTree Suites by Hilton New York City - Times Square,1568 Broadway,New York,40.759,-73.9848,,DoubleTree Suites by Hilton New York City - Times Square
The Westin New York at Times Square,270 W 43rd Street,New York,40.7578,-73.989,,The Westin New York at Times Square
Paramount Times Square,235 West 46th Street,New York,40.7595,-73.9871,,Paramount Times Square
New York Hilton Midtown,1335 Avenue Of The Americas,New York,40.7623,-73.9787,,New York Hilton Midtown
DoubleTree by Hilton New York City - Financial District,8 Stone St,New York,40.704,-74.0124,,DoubleTree by Hilton New York City - Financial District
The Franklin Hotel,164 E 87th St,New York,40.7799,-73.9544,,The Franklin Hotel
Refinery Hotel,63 W 38th St,New York,40.7521,-73.9855,,Refinery Hotel
DoubleTree by Hilton Hotel New York - Times Square South,341 West 36th Street,New York,40.7542,-73.9943,,DoubleTree by Hilton Hotel New York - Times Square South
DoubleTree by Hilton New York City - Chelsea,128 West 29th Street,New York,40.7472,-73.9913,,DoubleTree by Hilton New York City - Chelsea
W New York - Times Square,1567 Broadway At 47th St,New York,40.7594,-73.9851,,W New York - Times Square
The Redbury New York,29 East 29th Street,New York,40.745,-73.9843,,The Redbury New York
The Westin New York Grand Central,212 East 42nd Street,New York,40.7504,-73.9738,,The Westin New York Grand Central
"The Roosevelt Hotel, New York City",45 E 45th Street,New York,40.7546,-73.9775,,"The Roosevelt Hotel, New York City"
Hotel St. James,109 W. 45TH ST.,New York,40.757,-73.9833,,Hotel St. James
Flatiron Hotel,9 West 26th Street,New York,40.7439,-73.9894,,Flatiron Hotel
The Gallivant Times Square,234 W 48th St,New York,40.7607,-73.9862,,The Gallivant Times Square
Ace Hotel New York,20 West 29th Street,New York,40.7459,-73.9882,,Ace Hotel New York
The Pearl New York,233 West 49th Street,New York,40.7613,-73.9857,,The Pearl New York
YOTEL New York at Times Square,570 Tenth Avenue,New York,40.7592,-73.9958,,YOTEL New York at Times Square
Four Points by Sheraton Midtown-Times Square,326 W 40th Sreet,New York,40.7566,-73.9922,,Four Points by Sheraton Midtown-Times Square
Shelburne NYC-an Affinia hotel,303 Lexington Avenue,New York,40.7485,-73.9782,,Shelburne NYC-an Affinia hotel
Viceroy Central Park New York,120 W 57th St,New York,40.7648,-73.9783,,Viceroy Central Park New York
Staybridge Suites Times Square,340 W 40 Street,New York,40.7567,-73.9926,,Staybridge Suites Times Square
Empire Hotel,44 W 63rd St,New York,40.7716,-73.9826,,Empire Hotel
The Iroquois New York,49 West 44th Street,New York,40.7557,-73.9821,,The Iroquois New York
The Lucerne Hotel,201 W 79th St,New York,40.7833,-73.9787,,The Lucerne Hotel
Hyatt Place New York Midtown South,52 West 36th Street,New York,40.7506,-73.9857,,Hyatt Place New York Midtown South
The Mansfield Hotel,12 W 44th St,New York,40.7552,-73.981,,The Mansfield Hotel
New York Marriott Marquis,1535 Broadway,New York,40.7582,-73.9855,,New York Marriott Marquis
NYLO New York City,2178 Broadway at W 77th St,New York,40.7823,-73.9803,,NYLO New York City
Residence Inn New York Manhattan/Central Park,1717 Broadway,New York,40.7643,-73.9825,,Residence Inn New York Manhattan/Central Park
Hampton Inn Manhattan Soho,54 Watts St,New York,40.7237,-74.0053,,Hampton Inn Manhattan Soho
Kimpton Hotel Eventi,851 Avenue of the Americas,New York,40.7472,-73.9897,,Kimpton Hotel Eventi
Travel Inn Hotel,515 W 42nd St,New York,40.7599,-73.9961,,Travel Inn Hotel
Andaz Wall Street - a concept by Hyatt,75 Wall St,New York,40.705,-74.0076,,Andaz Wall Street - a concept by Hyatt
The Premier New York Times Square,133 W 44th St,New York,40.7567,-73.9845,,The Premier New York Times Square
The Nolitan,30 Kenmare St,New York,40.7207,-73.9953,,The Nolitan
The Kimberly Hotel & Suites,145 E 50th St,New York,40.7561,-73.9715,,The Kimberly Hotel & Suites
Park Lane Hotel,36 Central Park S,New York,40.7652,-73.9752,,Park Lane Hotel
